Team: 100 Thieves, Player: Boostio, Mouse: Lamzu Maya X Pink, Hz: 8000.0, DPI: 800.0, Sens: 0.233, eDPI: 186.4, Scoped Sens: 1.0, Monitor: LG ULTRAGEAR 27GN750-B, Resolution: 1920x1080, Mousepad: ZOWIE G-SR-SE Rouge, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: HyperX Cloud II, Chair: NULL
Team: Team Envy, Player: Poppin, Mouse: Finalmouse Ultralight X Large, Hz: 1000.0, DPI: 3200.0, Sens: 0.045, eDPI: 144.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: NULL, Keyboard: Wooting 60HE+, Headset: Razer Kraken TE, Chair: NULL
Team: Team Heretics, Player: SirMaza, Mouse: VAXEE XE Wireless Yellow, Hz: 1000.0, DPI: 400.0, Sens: 0.5, eDPI: 200.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: ZOWIE G-SR, Keyboard: SteelSeries Apex Pro TKL (2023), Headset: JBL Quantum One, Chair: noblechairs HERO
Team: Team Heretics, Player: MiniBoo, Mouse: Razer Deathadder V3 Pro White, Hz: 4000.0, DPI: 800.0, Sens: 0.29, eDPI: 232.0, Scoped Sens: 1.05, Monitor: ZOWIE XL2540, Resolution: 1600x900, Mousepad: Logitech G840, Keyboard: Logitech G Pro X TKL Keyboard Magenta, Headset: Logitech G PRO X 2 Headset White, Chair: Secretlab Titan EVO 2022
Team: Team Heretics, Player: Boo, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 400.0, Sens: 0.75, eDPI: 300.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1280x960, Mousepad: Logitech G740, Keyboard: Logitech G Pro X TKL Keyboard Black, Headset: HyperX Cloud II Wireless, Chair: noblechairs HERO
Team: Team Heretics, Player: benjyfishy, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 1000.0, DPI: 800.0, Sens: 0.283, eDPI: 226.4, Scoped Sens: 1.0, Monitor: ZOWIE XL2566X+, Resolution: 1280x960, Mousepad: Gamesense Radar, Keyboard: Wooting 60HE+, Headset: beyerdynamic DT 700 PRO X, Chair: noblechairs HERO
Team: Team Heretics, Player: RieNs, Mouse: Logitech G Pro X Superlight 2 White, Hz: 1000.0, DPI: 800.0, Sens: 0.27, eDPI: 216.0, Scoped Sens: NULL, Monitor: NULL, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: Wooting 60HE+, Headset: NULL, Chair: noblechairs EPIC
Team: Team Heretics, Player: Wo0t, Mouse: Logitech G Pro X Superlight 2 White, Hz: 4000.0, DPI: 500.0, Sens: 0.5, eDPI: 250.0, Scoped Sens: 0.9, Monitor: ZOWIE XL2546K, Resolution: 1280x960, Mousepad: Artisan Ninja FX Zero Soft Orange, Keyboard: Logitech G Pro X TKL RAPID Black, Headset: Logitech G PRO X 2 Headset Black, Chair: NULL
Team: Team Liquid, Player: nAts, Mouse: ZOWIE U2-DW, Hz: 1000.0, DPI: 800.0, Sens: 0.49, eDPI: 392.0, Scoped Sens: 1.0, Monitor: Alienware AW2523HF, Resolution: 1280x960, Mousepad: ZOWIE H-SR III, Keyboard: Wooting 80HE Zinc White, Headset: HyperX Cloud III, Chair: Secretlab x Team Liquid Gaming Chair
Team: Team Liquid, Player: kamo, Mouse: ZOWIE FK2-DW, Hz: 2000.0, DPI: 500.0, Sens: 0.48, eDPI: 240.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: ZOWIE G-SR III, Keyboard: Wooting 80HE Zinc White, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Team Liquid, Player: paTiTek, Mouse: Endgame Gear OP1w 4K, Hz: 1000.0, DPI: 800.0, Sens: 0.35, eDPI: 280.0, Scoped Sens: 1.0, Monitor: AOC AG251FZ2E, Resolution: 1280x960, Mousepad: VAXEE PA ZYGEN, Keyboard: Wooting 60HE+, Headset: Logitech G Pro X Wireless Headset, Chair: Secretlab Titan G2 Edition
Team: Team Liquid, Player: joojina, Mouse: Lamzu Thorn Black, Hz: 1000.0, DPI: 800.0, Sens: 0.4, eDPI: 320.0, Scoped Sens: NULL, Monitor: Alienware AW2521HF, Resolution: 1920x1080, Mousepad: VAXEE PA FunSpark, Keyboard: Alienware AW420K, Headset: HyperX Cloud II, Chair: Secretlab x Team Liquid Gaming Chair
Team: Team Liquid, Player: frttt, Mouse: ZOWIE EC2 Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.755, eDPI: 1208.0, Scoped Sens: 1.0, Monitor: Alienware AW2521HF, Resolution: 1920x1080, Mousepad: HyperX Fury S Pro, Keyboard: HyperX Alloy FPS, Headset: HyperX Cloud II, Chair: Secretlab x Team Liquid Gaming Chair
Team: Team Liquid, Player: bstrdd, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 2000.0, DPI: 800.0, Sens: 0.29, eDPI: 232.0, Scoped Sens: NULL, Monitor: Alienware AW2521HF, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud III, Chair: Secretlab x Team Liquid Gaming Chair
Team: Team Liquid, Player: bizerra, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.26, eDPI: 208.0, Scoped Sens: NULL, Monitor: Alienware AW2521HF, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Alienware AW420K, Headset: HyperX Cloud III, Chair: Secretlab x Team Liquid Gaming Chair
Team: Team Liquid, Player: Mendo, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 1000.0, DPI: 450.0, Sens: 0.55, eDPI: 247.5, Scoped Sens: 1.0, Monitor: Alienware AW2521H, Resolution: 1440x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Wooting 60HE+, Headset: beyerdynamic DT 1990 PRO, Chair: Secretlab x Team Liquid Gaming Chair
Team: Team Liquid, Player: SerialKiller, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.055, eDPI: 88.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: NULL
Team: Team Liquid, Player: Keiko, Mouse: WLMouse BEAST X Silver, Hz: 1000.0, DPI: 800.0, Sens: 0.25, eDPI: 200.0, Scoped Sens: 1.0, Monitor: Alienware AW2523HF, Resolution: 1280x960, Mousepad: Artisan Key-83 XSoft, Keyboard: Wooting 80HE Black, Headset: HyperX Cloud II, Chair: Secretlab x Team Liquid Gaming Chair
Team: Team RA’AD, Player: Shalaby, Mouse: Razer Viper V2 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.35, eDPI: 280.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: VAXEE PA ZYGEN, Keyboard: Razer Huntsman V2, Headset: HyperX Cloud III, Chair: NULL
Team: Team RA’AD, Player: Skanoodles, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.36, eDPI: 288.0, Scoped Sens: 1.1, Monitor: NULL, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Team RA’AD, Player: Shniider, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 400.0, Sens: 0.6, eDPI: 240.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1280x1024, Mousepad: Artisan FX Hien Soft Black, Keyboard: Ducky One 2 Mini, Headset: NULL, Chair: NULL
Team: Team Secret, Player: aplycs, Mouse: Razer Viper V3 Pro White, Hz: 8000.0, DPI: 1600.0, Sens: 0.095, eDPI: 152.0, Scoped Sens: 1.0, Monitor: Acer Predator XB241H, Resolution: 1920x1080, Mousepad: Razer Strider, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Team Secret, Player: JessieVash, Mouse: Pulsar Xlite V3 Es Black, Hz: 1000.0, DPI: 800.0, Sens: 0.42, eDPI: 336.0, Scoped Sens: 0.91, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Pulsar x Lethal Gaming Gear Hyperion Soft, Keyboard: Pulsar PCMK 2 HE TKL, Headset: Corsair HS80, Chair: Secretlab Team Secret Edition
Team: Team Secret, Player: Dispenser, Mouse: VAXEE ZYGEN NP-01, Hz: 1000.0, DPI: 450.0, Sens: 0.44, eDPI: 198.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: Corsair MM350 Champion Series, Keyboard: SteelSeries Apex Pro TKL, Headset: NULL, Chair: NULL
Team: Team Secret, Player: Jremy, Mouse: Pulsar X2 V2 Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.2, eDPI: 320.0, Scoped Sens: NULL, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: Secretlab Team Secret Edition
Team: Team Vitality, Player: Sayf, Mouse: Razer DeathAdder (2025 Unreleased), Hz: 1000.0, DPI: 800.0, Sens: 0.4, eDPI: 320.0, Scoped Sens: 1.5, Monitor: ASUS ROG SWIFT PG259QN, Resolution: 1280x1024, Mousepad: SteelSeries QcK Performance Speed, Keyboard: ASUS ROG Falchion Ace HFX, Headset: HyperX Cloud II, Chair: Secretlab Titan Evo Vitality Edition
Team: Team Vitality, Player: Derke, Mouse: Razer DeathAdder (2025 Unreleased), Hz: 2000.0, DPI: 400.0, Sens: 0.74, eDPI: 296.0, Scoped Sens: 1.0, Monitor: ASUS ROG PG27AQDM, Resolution: 1920x1080, Mousepad: SteelSeries QcK Performance Speed, Keyboard: ASUS ROG Falchion Ace HFX, Headset: ASUS ROG Delta II, Chair: Secretlab Titan Evo Vitality Edition
Team: Team Vitality, Player: Cyvoph, Mouse: Logitech G Pro X Superlight 2 White, Hz: 1000.0, DPI: 800.0, Sens: 0.3, eDPI: 240.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2746S, Resolution: 1280x960, Mousepad: Razer Strider, Keyboard: ASUS ROG Falchion Ace HFX, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Team Vitality, Player: trexx, Mouse: G-Wolves Hati-M White Sapphire Stardust, Hz: 1000.0, DPI: 800.0, Sens: 0.226, eDPI: 180.8, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: ESPTIGER EBA, Keyboard: ASUS ROG Falchion Ace HFX, Headset: HyperX Cloud Alpha S, Chair: Secretlab Titan Evo Vitality Edition
Team: Team Vitality, Player: Kicks, Mouse: Logitech G Pro X Superlight 2 White, Hz: 1000.0, DPI: 800.0, Sens: 0.27, eDPI: 216.0, Scoped Sens: NULL, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Artisan Type-99 Soft Black, Keyboard: ASUS ROG Falchion Ace HFX, Headset: Logitech G Pro X Headset, Chair: Secretlab Titan Evo Vitality Edition
Team: Team Vitality, Player: Less, Mouse: Logitech G Pro 2 LIGHTSPEED Magenta, Hz: 4000.0, DPI: 800.0, Sens: 0.32, eDPI: 256.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Type-99 Soft Black, Keyboard: ASUS ROG Falchion Ace HFX, Headset: HyperX Cloud II, Chair: NULL
Team: Team Vitality, Player: ardiis, Mouse: Logitech G Pro X Superlight White, Hz: 1000.0, DPI: 1600.0, Sens: 0.1, eDPI: 160.0, Scoped Sens: 1.0, Monitor: AOC AG251FZ2E, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Logitech G Pro X Keyboard, Headset: Logitech G Pro X Headset, Chair: Backforce One NAVI Edition
Team: Team Vitality, Player: Sayonara, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 4000.0, DPI: 1600.0, Sens: 0.1, eDPI: 160.0, Scoped Sens: 1.0, Monitor: SONY INZONE M10S, Resolution: 1440x1080, Mousepad: NULL, Keyboard: SteelSeries Apex Pro, Headset: HyperX Cloud II, Chair: NULL
Team: TheUltimates, Player: B1sk, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.47, eDPI: 376.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: ZOWIE G-SR-SE Rouge, Keyboard: Varmilo VA87M Beijing Opera, Headset: HyperX Cloud Alpha S, Chair: NULL
Team: Titan Esports Club, Player: B1ack, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 500.0, Sens: 0.612, eDPI: 306.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: ZOWIE G-SR-SE Bi, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Titan Esports Club, Player: Haodong, Mouse: Logitech G Pro X Superlight 2 Magenta, Hz: 1000.0, DPI: 400.0, Sens: 0.69, eDPI: 276.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: VAXEE PE-K Black, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Titan Esports Club, Player: TvirusLuke, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.485, eDPI: 388.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1280x1024, Mousepad: VAXEE PD, Keyboard: Ducky One 2, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Titan Esports Club, Player: Rb, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 800.0, Sens: 0.45, eDPI: 360.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Razer Strider, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Titan Esports Club, Player: kawaii, Mouse: Razer Viper V3 Pro Black, Hz: 4000.0, DPI: 500.0, Sens: 0.1, eDPI: 50.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: NULL, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Titan Esports Club, Player: Abo, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 1600.0, Sens: 0.175, eDPI: 280.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: NULL, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Trace Esports, Player: Kai, Mouse: Logitech G Pro X Superlight 2 White, Hz: NULL, DPI: NULL, Sens: NULL, eDPI: NULL, Scoped Sens: NULL, Monitor: NULL, Resolution: 1920x1080, Mousepad: ZOWIE H-SR-SE ROUGE II, Keyboard: Wooting 60HE+, Headset: NULL, Chair: NULL
Team: Trace Esports, Player: FengF, Mouse: Ninjutso X VAXEE Sora Blue, Hz: 1000.0, DPI: 800.0, Sens: 0.27, eDPI: 216.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1920x1080, Mousepad: ZOWIE H-SR-SE ROUGE II, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: NULL
Team: Trace Esports, Player: biank, Mouse: VAXEE XE V2 Black, Hz: NULL, DPI: 800.0, Sens: 0.314, eDPI: 251.2, Scoped Sens: NULL, Monitor: ZOWIE XL2566K, Resolution: 1440x1080, Mousepad: ZOWIE G-SR-SE ROUGE II, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Trace Esports, Player: LuoK1ng, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 1000.0, DPI: 400.0, Sens: 0.6, eDPI: 240.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1920x1080, Mousepad: VAXEE PD, Keyboard: Razer Huntsman V3 Pro TKL White, Headset: HyperX Cloud II, Chair: NULL
Team: Trace Esports, Player: heybay, Mouse: VAXEE ZYGEN NP-01S V2 Wireless Deep Blue, Hz: 4000.0, DPI: 1600.0, Sens: 0.089, eDPI: 142.4, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1920x1080, Mousepad: VAXEE PA Black, Keyboard: NULL, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: TSM, Player: gMd, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.45, eDPI: 360.0, Scoped Sens: 0.85, Monitor: ZOWIE XL2540, Resolution: 1920x1080, Mousepad: Logitech G640 Original, Keyboard: Logitech G Pro Keyboard, Headset: Logitech G Pro Headset, Chair: NULL
Team: TSM, Player: seven, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.25, eDPI: 400.0, Scoped Sens: 1.0, Monitor: Lenovo Legion Y25-25, Resolution: 1920x1080, Mousepad: Logitech G640 Original, Keyboard: NULL, Headset: Logitech G Pro X Headset, Chair: Razer Iskur V2
Team: TyLoo, Player: COLDFISH, Mouse: Razer DeathAdder V3 HyperSpeed, Hz: 1000.0, DPI: 800.0, Sens: 0.4, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: ZOWIE G-SR-SE Gris, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: Blacklyte Kraken Pro
Team: TyLoo, Player: ninebody, Mouse: VAXEE XE-S Wireless Pink, Hz: 1000.0, DPI: 800.0, Sens: 0.45, eDPI: 360.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: VAXEE PD, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: Blacklyte Kraken Pro
Team: TyLoo, Player: hfmi0dzjc9z7, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.363, eDPI: 290.4, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: VAXEE PA DanDan, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: Blacklyte Kraken Pro
Team: TyLoo, Player: Scales, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.35, eDPI: 280.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1280x960, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: Blacklyte Kraken Pro
Team: Unicorns of Love, Player: nico, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 400.0, Sens: 0.4, eDPI: 160.0, Scoped Sens: 1.0, Monitor: Alienware AW2518H, Resolution: 1280x1024, Mousepad: Glorious 3XL, Keyboard: Logitech G Pro X Keyboard, Headset: Logitech G Pro X Wireless Headset, Chair: NULL
Team: Velocity Gaming, Player: Russ, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.38, eDPI: 304.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1600x900, Mousepad: X-raypad Aqua Control+, Keyboard: HyperX Alloy Origins 60, Headset: HyperX Cloud II, Chair: NULL
Team: Winthrop University, Player: infiltrator, Mouse: Razer Viper V3 Pro Sentinels Edition, Hz: 1000.0, DPI: 800.0, Sens: 0.27, eDPI: 216.0, Scoped Sens: 1.0, Monitor: Alienware AW2523HF, Resolution: NULL, Mousepad: Artisan Type-99 Gray, Keyboard: Razer Huntsman V3 Pro TKL White, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Wolves Esports, Player: juicy, Mouse: Razer Viper V3 Pro White, Hz: 4000.0, DPI: 800.0, Sens: 0.345, eDPI: 276.0, Scoped Sens: 0.885, Monitor: ZOWIE XL2566K, Resolution: 1280x1024, Mousepad: ZOWIE G-TR, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Wolves Esports, Player: Lysoar, Mouse: Razer DeathAdder V3 HyperSpeed, Hz: 8000.0, DPI: 800.0, Sens: 0.25, eDPI: 200.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Lethal Gaming Gear Saturn Pro V2, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Xipto Esports, Player: Riza, Mouse: Razer Viper V3 Pro White, Hz: 4000.0, DPI: 1600.0, Sens: 0.11, eDPI: 176.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: XLG Esports, Player: happywei, Mouse: NULL, Hz: 1000.0, DPI: 800.0, Sens: 0.712, eDPI: 569.6, Scoped Sens: 1.0, Monitor: NULL, Resolution: NULL, Mousepad: ZOWIE G-SR-SE ROUGE II, Keyboard: NULL, Headset: NULL, Chair: NULL
Team: YFP Gaming, Player: stellar, Mouse: Logitech G Pro X Superlight White, Hz: 1000.0, DPI: 800.0, Sens: 0.3, eDPI: 240.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1280x960, Mousepad: ZOWIE G-SR-SE Deep Blue, Keyboard: Higround Basecamp 65, Headset: HyperX Cloud II, Chair: NULL
Team: YFP Gaming, Player: bdog, Mouse: Razer Viper V3 Pro Sentinels Edition, Hz: 1000.0, DPI: 1600.0, Sens: 0.117, eDPI: 187.2, Scoped Sens: 1.0, Monitor: ZOWIE XL2566X+, Resolution: 1920x1080, Mousepad: SteelSeries QcK Heavy, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: YFP Gaming, Player: penny, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.35, eDPI: 280.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1920x1080, Mousepad: HyperX Fury S Pro, Keyboard: HyperX Alloy Elite, Headset: HyperX Cloud II, Chair: NULL
Team: YFP Gaming, Player: jakee, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.217, eDPI: 173.6, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro Black, Chair: Secretlab Titan EVO 2022
Team: ZETA DIVISION, Player: Xdll, Mouse: Razer Viper V3 Hyperspeed, Hz: 4000.0, DPI: 800.0, Sens: 0.235, eDPI: 188.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Razer Strider, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: ZETA DIVISION, Player: Dep, Mouse: Razer Viper V3 Pro Sentinels Edition, Hz: 1000.0, DPI: 800.0, Sens: 0.19, eDPI: 152.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1680x1050, Mousepad: Pulsar ES2 Bruce Lee Edition Black, Keyboard: Pulsar PCMK 2 HE TKL, Headset: Logitech G Pro X Headset, Chair: NULL
Team: ZETA DIVISION, Player: SugarZ3ro, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.225, eDPI: 180.0, Scoped Sens: 0.9, Monitor: ZOWIE XL2566K, Resolution: 1280x960, Mousepad: Pulsar ES2 Bruce Lee Edition Black, Keyboard: Wooting 80HE Black, Headset: Logitech G Pro X Headset, Chair: NULL
Team: ZETA DIVISION, Player: CLZ, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.32, eDPI: 256.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: NULL, Keyboard: Wooting 60HE+, Headset: Sony INZONE H9, Chair: NULL
Team: ZETA DIVISION, Player: SyouTa, Mouse: Razer Viper V3 Pro Black, Hz: NULL, DPI: 800.0, Sens: 0.355, eDPI: 284.0, Scoped Sens: NULL, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: NULL, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: NULL, Chair: NULL
Team: ZETA Gaming, Player: falltw, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.377, eDPI: 301.6, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1280x960, Mousepad: SteelSeries QcK+, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: ZETA Gaming, Player: TheBigFiz, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 400.0, Sens: 0.41, eDPI: 164.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2746S, Resolution: 1920x1080, Mousepad: Razer Strider, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
